24015KAKO AKO20191001000012110/01/19 00:00:31  5-MIN KAKO 010700Z AUTO 04014KT 6SM BR BKN005 OVC012 11/10 A2995 4690 96 5300 040/14 RMK AO2 T01060100
24015KAKO AKO20191001000512110/01/19 00:05:31  5-MIN KAKO 010705Z AUTO 04011KT 5SM BR BKN005 OVC012 11/10 A2996 4690 96 5300 030/11 RMK AO2 T01060100
24015KAKO AKO20191001001012710/01/19 00:10:31  5-MIN KAKO 010710Z AUTO 03017G23KT 5SM BR BKN005 OVC012 11/10 A2996 4680 96 5300 030/17G23 RMK AO2 T01060100
24015KAKO AKO20191001001514310/01/19 00:15:31  5-MIN KAKO 010715Z AUTO 03016G23KT 6SM -RA BR BKN005 OVC012 09/09 A2996 4680 96 5200 030/16G23 RMK AO2 RAB13 P0000 T00940089
24015KAKO AKO20191001002014210/01/19 00:20:31  5-MIN KAKO 010720Z AUTO 04018KT 6SM -RA BR OVC003 09/08 A2996 4680 93 5200 030/18 RMK AO2 RAB13 CIG 003V007 P0000 T00940083
24015KAKO AKO20191001002515110/01/19 00:25:31  5-MIN KAKO 010725Z AUTO 05016G25KT 8SM BKN003 OVC011 09/08 A2996 4680 93 5200 040/16G25 RMK AO2 RAB13E22 CIG 003V007 P0000 T00940083
24015KAKO AKO20191001003014010/01/19 00:30:31  5-MIN KAKO 010730Z AUTO 04017G25KT 10SM BKN003 OVC011 09/08 A2996 4680 96 5100 030/17G25 RMK AO2 RAB13E22 P0000 T00890083
24015KAKO AKO20191001003512710/01/19 00:35:31  5-MIN KAKO 010735Z AUTO 04017KT 10SM OVC003 09/08 A2996 4680 96 5100 030/17 RMK AO2 RAB13E22 P0000 T00890083
24015KAKO AKO20191001004013910/01/19 00:40:31  5-MIN KAKO 010740Z AUTO 04018KT 10SM OVC003 09/08 A2996 4680 93 5100 030/18 RMK AO2 RAB13E22 CIG 002V008 P0000 T00890078
24015KAKO AKO20191001004513910/01/19 00:45:31  5-MIN KAKO 010745Z AUTO 04020KT 10SM OVC003 09/08 A2996 4680 93 5100 030/20 RMK AO2 RAB13E22 CIG 002V008 P0000 T00890078
24015KAKO AKO20191001005015210/01/19 00:50:31  5-MIN KAKO 010750Z AUTO 05015G25KT 10SM OVC003 09/08 A2997 4670 93 5100 040/15G25 RMK AO2 RAB13E22 CIG 002V008 SLP109 P0000 T00890078
24015KAKO AKO20191001005513010/01/19 00:55:31  5-MIN KAKO 010755Z AUTO 05013G22KT 10SM OVC003 09/08 A2998 4670 93 5100 040/13G22 RMK AO2 CIG 002V006 T00890078
24015KAKO AKO20191001010012410/01/19 01:00:31  5-MIN KAKO 010800Z AUTO 05015KT 10SM OVC003 08/08 A2997 4680 96 5000 040/15 RMK AO2 CIG 002V008 T00830078
24015KAKO AKO20191001010512410/01/19 01:05:31  5-MIN KAKO 010805Z AUTO 05015KT 10SM OVC004 08/08 A2997 4670 96 5000 040/15 RMK AO2 CIG 002V008 T00830078
24015KAKO AKO20191001011011210/01/19 01:10:31  5-MIN KAKO 010810Z AUTO 05013KT 10SM OVC004 08/08 A2997 4670 96 5000 040/13 RMK AO2 T00830078
24015KAKO AKO20191001011511210/01/19 01:15:31  5-MIN KAKO 010815Z AUTO 05013KT 10SM OVC004 08/08 A2997 4670 96 5000 050/13 RMK AO2 T00830078
24015KAKO AKO20191001012013710/01/19 01:20:31  5-MIN KAKO 010820Z AUTO 06015G22KT 10SM BKN004 OVC008 08/07 A2998 4670 93 5000 050/15G22 RMK AO2 CIG 003V006 T00830072
