date(yyyymmdd),hour,minute,calm flag,1-min dir,1-min dir10,1-min speed,1-min speed_1,obs. dir,obs. speed,dirdiff,speeddiff,wind flag,qc flag
    20190101, 1,53,0,   334.0,   330.0,     4.1,     4.1,   330.0,     4.1,     0.0,     0.0,N,5
    20190101, 3,53,0,   350.0,   350.0,     4.1,     4.1,   350.0,     4.1,     0.0,     0.0,N,5
    20190101, 5,48,0,   358.0,   360.0,     3.1,     3.1,   360.0,     3.1,     0.0,     0.0,N,5
    20190101, 6, 5,0,   355.0,   360.0,     3.1,     3.1,   360.0,     3.1,     0.0,     0.0,N,5
    20190101, 6,51,0,   357.0,   360.0,     3.1,     3.1,   360.0,     3.1,     0.0,     0.0,N,5
    20190101, 7,35,0,    11.0,    10.0,     2.0,     2.0,    10.0,     2.1,     0.0,     0.1,N,5
    20190101, 8,53,0,    16.0,    20.0,     1.5,     1.5,    20.0,     1.5,     0.0,     0.0,N,5
    20190101,10,53,0,   174.0,   170.0,     3.1,     3.1,   170.0,     3.1,     0.0,     0.0,N,5
    20190101,12,53,0,   188.0,   190.0,     3.6,     3.6,   190.0,     3.6,     0.0,     0.0,N,5
    20190101,14,53,0,   166.0,   170.0,     2.5,     2.6,   170.0,     2.6,     0.0,     0.0,N,5
    20190101,15,38,0,   157.0,   160.0,     2.0,     2.0,   160.0,     2.1,     0.0,     0.1,N,5
    20190101,16,53,0,   194.0,   190.0,     1.5,     1.5,   190.0,     1.5,     0.0,     0.0,N,5
    20190101,18,53,0,   216.0,   220.0,     1.5,     1.5,   220.0,     1.5,     0.0,     0.0,N,5
    20190101,20,53,0,   278.0,   280.0,     3.6,     3.6,   280.0,     3.6,     0.0,     0.0,N,5
    20190101,22,53,0,   252.0,   250.0,     6.6,     6.6,   250.0,     6.7,     0.0,     0.1,N,5
    20190101,24,53,0,   253.0,   250.0,     8.7,     8.7,   250.0,     8.8,     0.0,     0.1,N,5
    20190102, 1,53,0,   250.0,   250.0,     7.6,     7.7,   250.0,     7.7,     0.0,     0.0,N,5
    20190102, 3,53,0,   265.0,   270.0,     8.2,     8.2,   270.0,     8.2,     0.0,     0.0,N,5
    20190102, 5,53,0,   259.0,   260.0,     7.6,     7.7,   260.0,     7.7,     0.0,     0.0,N,5
    20190102, 7,53,0,   261.0,   260.0,     6.6,     6.6,   260.0,     6.7,     0.0,     0.1,N,5
    20190102, 9,53,0,   274.0,   270.0,     7.1,     7.1,   270.0,     7.2,     0.0,     0.1,N,5
    20190102,11,53,0,   274.0,   270.0,     8.2,     8.2,   270.0,     8.2,     0.0,     0.0,N,5
    20190102,13,53,0,   262.0,   260.0,     6.1,     6.1,   260.0,     6.2,     0.0,     0.1,N,5
    20190102,15,53,0,   288.0,   290.0,     5.1,     5.1,   290.0,     5.1,     0.0,     0.0,N,5
    20190102,17,53,0,   275.0,   280.0,     4.6,     4.6,   280.0,     4.6,     0.0,     0.0,N,5
    20190102,19,53,0,   227.0,   230.0,     3.1,     3.1,   230.0,     3.1,     0.0,     0.0,N,5
    20190102,21,53,0,   319.0,   320.0,     3.6,     3.6,   320.0,     3.6,     0.0,     0.0,N,5
    20190102,23,53,0,   271.0,   270.0,     4.1,     4.1,   270.0,     4.1,     0.0,     0.0,N,5
    20190102,24,59,0,   256.0,   260.0,     5.6,     5.6,   999.0,   999.9,  -999.0,  -999.0,9,9
    20190103, 2,53,0,   259.0,   260.0,     4.6,     4.6,   260.0,     4.6,     0.0,     0.0,N,5
    20190103, 4,53,0,   261.0,   260.0,     6.1,     6.1,   260.0,     6.2,     0.0,     0.1,N,5
    20190103, 6,53,0,   246.0,   250.0,     5.6,     5.6,   250.0,     5.7,     0.0,     0.1,N,5
    20190103, 8,53,0,   226.0,   230.0,     5.1,     5.1,   230.0,     5.1,     0.0,     0.0,N,5
    20190103,10,53,0,   250.0,   250.0,     7.6,     7.7,   250.0,     7.7,     0.0,     0.0,N,5
    20190103,12,53,0,   254.0,   250.0,     5.1,     5.1,   250.0,     5.1,     0.0,     0.0,N,5
    20190103,14,53,0,   274.0,   270.0,     5.1,     5.1,   270.0,     5.1,     0.0,     0.0,N,5
    20190103,16,53,0,   265.0,   270.0,     3.6,     3.6,   270.0,     3.6,     0.0,     0.0,N,5
    20190103,18,53,0,   268.0,   270.0,     4.1,     4.1,   270.0,     4.1,     0.0,     0.0,N,5
    20190103,20,53,0,   308.0,   310.0,     4.1,     4.1,   310.0,     4.1,     0.0,     0.0,N,5
    20190103,22,53,0,   258.0,   260.0,     3.6,     3.6,   260.0,     3.6,     0.0,     0.0,N,5
    20190103,24,53,0,   219.0,   220.0,     4.1,     4.1,   220.0,     4.1,     0.0,     0.0,N,5
    20190104, 1,53,0,   222.0,   220.0,     5.1,     5.1,   220.0,     5.1,     0.0,     0.0,N,5
    20190104, 3,53,0,   234.0,   230.0,     4.1,     4.1,   230.0,     4.1,     0.0,     0.0,N,5
    20190104, 5,53,0,   286.0,   290.0,     5.6,     5.6,   290.0,     5.7,     0.0,     0.1,N,5
    20190104, 7,53,0,   267.0,   270.0,     5.6,     5.6,   270.0,     5.7,     0.0,     0.1,N,5
    20190104, 9,53,0,   266.0,   270.0,     5.6,     5.6,   270.0,     5.7,     0.0,     0.1,N,5
    20190104,11,53,0,   270.0,   270.0,     5.1,     5.1,   270.0,     5.1,     0.0,     0.0,N,5
    20190104,13,53,0,   305.0,   310.0,     5.1,     5.1,   310.0,     5.1,     0.0,     0.0,N,5
    20190104,15,53,0,   237.0,   240.0,     3.1,     3.1,   240.0,     3.1,     0.0,     0.0,N,5
    20190104,17,53,0,   210.0,   210.0,     2.5,     2.6,   210.0,     2.6,     0.0,     0.0,N,5
    20190104,19,53,0,   180.0,   180.0,     2.0,     2.0,   180.0,     2.1,     0.0,     0.1,N,5
    20190104,21,53,0,   196.0,   200.0,     5.1,     5.1,   200.0,     5.1,     0.0,     0.0,N,5
    20190104,23,53,0,   202.0,   200.0,     4.1,     4.1,   200.0,     4.1,     0.0,     0.0,N,5
    20190104,24,59,0,   203.0,   200.0,     6.1,     6.1,   999.0,   999.9,  -999.0,  -999.0,9,9
    20190105, 2,53,0,   229.0,   230.0,     6.6,     6.6,   230.0,     6.7,     0.0,     0.1,N,5
    20190105, 4,53,0,   267.0,   270.0,     5.6,     5.6,   270.0,     5.7,     0.0,     0.1,N,5
    20190105, 6,53,0,   276.0,   280.0,     6.1,     6.1,   280.0,     6.2,     0.0,     0.1,N,5
    20190105, 8,53,0,   274.0,   270.0,     5.6,     5.6,   270.0,     5.7,     0.0,     0.1,N,5
    20190105,10,53,0,   283.0,   280.0,     5.1,     5.1,   280.0,     5.1,     0.0,     0.0,N,5
    20190105,12,53,0,    64.0,    60.0,     5.1,     5.1,    60.0,     5.1,     0.0,     0.0,N,5
    20190105,14,53,0,    75.0,    80.0,     5.1,     5.1,    80.0,     5.1,     0.0,     0.0,N,5
    20190105,16,53,0,    61.0,    60.0,     3.1,     3.1,    60.0,     3.1,     0.0,     0.0,N,5
    20190105,18,53,0,    75.0,    80.0,     4.6,     4.6,    80.0,     4.6,     0.0,     0.0,N,5
    20190105,20,53,0,    98.0,   100.0,     4.1,     4.1,   100.0,     4.1,     0.0,     0.0,N,5
    20190105,22,53,0,    77.0,    80.0,     2.0,     2.0,    80.0,     2.1,     0.0,     0.1,N,5
    20190105,24,53,0,    17.0,    20.0,     1.0,     1.0,   999.0,     0.0,  -999.0,  -999.0,C,5
    20190106, 1,53,0,   213.0,   210.0,     0.5,     0.5,   999.0,     0.0,  -999.0,  -999.0,C,5
    20190106, 3,53,0,   192.0,   190.0,     1.5,     1.5,   190.0,     1.5,     0.0,     0.0,N,5
    20190106, 5,53,0,    72.0,    70.0,     2.0,     2.0,    70.0,     2.1,     0.0,     0.1,N,5
    20190106, 7,53,0,   140.0,   140.0,     1.5,     1.5,   140.0,     1.5,     0.0,     0.0,N,5
    20190106, 9,53,0,   269.0,   270.0,     5.6,     5.6,   270.0,     5.7,     0.0,     0.1,N,5
    20190106,11,53,0,   291.0,   290.0,     2.5,     2.6,   290.0,     2.6,     0.0,     0.0,N,5
    20190106,13,53,0,   261.0,   260.0,     4.1,     4.1,   260.0,     4.1,     0.0,     0.0,N,5
    20190106,15,53,0,   213.0,   210.0,     2.0,     2.0,   210.0,     2.1,     0.0,     0.1,N,5
    20190106,17,53,0,   189.0,   190.0,     1.0,     1.0,   999.0,     0.0,  -999.0,  -999.0,C,5
    20190106,19,53,0,   201.0,   200.0,     3.1,     3.1,   200.0,     3.1,     0.0,     0.0,N,5
    20190106,21,33,0,   289.0,   290.0,     6.6,     6.6,   290.0,     6.7,     0.0,     0.1,N,5
    20190106,22,53,0,   293.0,   290.0,     4.1,     4.1,   290.0,     4.1,     0.0,     0.0,N,5
    20190106,24,53,0,   287.0,   290.0,     6.6,     6.6,   290.0,     6.7,     0.0,     0.1,N,5
    20190107, 1,53,0,   283.0,   280.0,     5.6,     5.6,   280.0,     5.7,     0.0,     0.1,N,5
    20190107, 3,53,0,   264.0,   260.0,     4.6,     4.6,   260.0,     4.6,     0.0,     0.0,N,5
    20190107, 5,53,0,   294.0,   290.0,     5.6,     5.6,   290.0,     5.7,     0.0,     0.1,N,5
    20190107, 7,53,0,   273.0,   270.0,     4.6,     4.6,   270.0,     4.6,     0.0,     0.0,N,5
    20190107, 9,53,0,   198.0,   200.0,     4.1,     4.1,   200.0,     4.1,     0.0,     0.0,N,5
    20190107,11,53,0,   220.0,   220.0,     6.1,     6.1,   220.0,     6.2,     0.0,     0.1,N,5
    20190107,13,53,0,   286.0,   290.0,     5.6,     5.6,   290.0,     5.7,     0.0,     0.1,N,5
    20190107,15,53,0,   289.0,   290.0,     6.6,     6.6,   290.0,     6.7,     0.0,     0.1,N,5
    20190107,17,53,0,   259.0,   260.0,     2.5,     2.6,   260.0,     2.6,     0.0,     0.0,N,5
    20190107,19,53,0,   318.0,   320.0,     6.6,     6.6,   320.0,     6.7,     0.0,     0.1,N,5
    20190107,21,53,0,   342.0,   340.0,    10.2,    10.2,   340.0,    10.3,     0.0,     0.1,N,5
    20190107,23,53,0,   342.0,   340.0,    11.2,    11.2,   340.0,    11.3,     0.0,     0.1,N,5
    20190107,24,59,0,   343.0,   340.0,    10.7,    10.7,   999.0,   999.9,  -999.0,  -999.0,9,9
    20190108, 2,53,0,   349.0,   350.0,     8.2,     8.2,   350.0,     8.2,     0.0,     0.0,N,5
    20190108, 4,53,0,   357.0,   360.0,     6.6,     6.6,   360.0,     6.7,     0.0,     0.1,N,5
    20190108, 6,53,0,     2.0,   360.0,     8.2,     8.2,   360.0,     8.2,     0.0,     0.0,N,5
    20190108, 8,53,0,    16.0,    20.0,     2.5,     2.6,    20.0,     2.6,     0.0,     0.0,N,5
    20190108,10,53,0,    26.0,    30.0,     5.1,     5.1,    30.0,     5.1,     0.0,     0.0,N,5
    20190108,12,53,0,    19.0,    20.0,     3.1,     3.1,    20.0,     3.1,     0.0,     0.0,N,5
    20190108,14,53,0,   101.0,   100.0,     2.5,     2.6,   100.0,     2.6,     0.0,     0.0,N,5
    20190108,16,53,0,   160.0,   160.0,     3.1,     3.1,   160.0,     3.1,     0.0,     0.0,N,5
    20190108,18,53,0,   176.0,   180.0,     3.1,     3.1,   180.0,     3.1,     0.0,     0.0,N,5
    20190108,20,53,0,   182.0,   180.0,     3.6,     3.6,   180.0,     3.6,     0.0,     0.0,N,5
    20190108,22,53,0,   196.0,   200.0,     4.1,     4.1,   200.0,     4.1,     0.0,     0.0,N,5
    20190108,24,53,0,   216.0,   220.0,     5.6,     5.6,   220.0,     5.7,     0.0,     0.1,N,5
    20190109, 1,53,0,   215.0,   220.0,     5.6,     5.6,   220.0,     5.7,     0.0,     0.1,N,5
    20190109, 3,53,0,   225.0,   230.0,     5.1,     5.1,   230.0,     5.1,     0.0,     0.0,N,5
    20190109, 5,53,0,   241.0,   240.0,     5.1,     5.1,   240.0,     5.1,     0.0,     0.0,N,5
    20190109, 7,53,0,   245.0,   250.0,     3.1,     3.1,   250.0,     3.1,     0.0,     0.0,N,5
    20190109, 9,53,0,   159.0,   160.0,     4.6,     4.6,   160.0,     4.6,     0.0,     0.0,N,5
    20190109,11,53,0,   173.0,   170.0,     5.6,     5.6,   170.0,     5.7,     0.0,     0.1,N,5
    20190109,13,53,0,   156.0,   160.0,     5.6,     5.6,   160.0,     5.7,     0.0,     0.1,N,5
    20190109,15,53,0,   152.0,   150.0,     7.1,     7.1,   150.0,     7.2,     0.0,     0.1,N,5
    20190109,17,53,0,   133.0,   130.0,     5.1,     5.1,   130.0,     5.1,     0.0,     0.0,N,5
    20190109,19,53,0,   132.0,   130.0,     4.6,     4.6,   130.0,     4.6,     0.0,     0.0,N,5
    20190109,21,53,0,   174.0,   170.0,     3.1,     3.1,   170.0,     3.1,     0.0,     0.0,N,5
    20190109,23,53,0,   248.0,   250.0,     3.6,     3.6,   250.0,     3.6,     0.0,     0.0,N,5
    20190109,24,59,0,   230.0,   230.0,     5.1,     5.1,   999.0,   999.9,  -999.0,  -999.0,9,9
    20190110, 2,53,0,   259.0,   260.0,     6.6,     6.6,   260.0,     6.7,     0.0,     0.1,N,5
    20190110, 4,53,0,   271.0,   270.0,     6.1,     6.1,   270.0,     6.2,     0.0,     0.1,N,5
    20190110, 6,53,0,   276.0,   280.0,     6.1,     6.1,   280.0,     6.2,     0.0,     0.1,N,5
    20190110, 8,53,0,   270.0,   270.0,     4.1,     4.1,   270.0,     4.1,     0.0,     0.0,N,5
    20190110,10,53,0,   262.0,   260.0,     2.5,     2.6,   260.0,     2.6,     0.0,     0.0,N,5
    20190110,12,53,0,   310.0,   310.0,     1.0,     1.0,   999.0,     0.0,  -999.0,  -999.0,C,5
    20190110,14,53,0,    49.0,    50.0,     4.6,     4.6,    50.0,     4.6,     0.0,     0.0,N,5
    20190110,16,53,0,    48.0,    50.0,     3.1,     3.1,    50.0,     3.1,     0.0,     0.0,N,5
    20190110,18,53,0,   100.0,   100.0,     2.5,     2.6,   100.0,     2.6,     0.0,     0.0,N,5
    20190110,20,53,0,   131.0,   130.0,     2.5,     2.6,   130.0,     2.6,     0.0,     0.0,N,5
    20190110,22,53,0,   219.0,   220.0,     2.0,     2.0,   220.0,     2.1,     0.0,     0.1,N,5
    20190110,24,53,0,   351.0,   350.0,     3.6,     3.6,   350.0,     3.6,     0.0,     0.0,N,5
    20190111, 1,53,0,     2.0,   360.0,     2.0,     2.0,   360.0,     2.1,     0.0,     0.1,N,5
    20190111, 3,53,0,   332.0,   330.0,     4.1,     4.1,   330.0,     4.1,     0.0,     0.0,N,5
    20190111, 5,53,0,   354.0,   350.0,     5.1,     5.1,   350.0,     5.1,     0.0,     0.0,N,5
    20190111, 7,53,0,   347.0,   350.0,     5.1,     5.1,   350.0,     5.1,     0.0,     0.0,N,5
    20190111, 9,53,0,   339.0,   340.0,     5.6,     5.6,   340.0,     5.7,     0.0,     0.1,N,5
    20190111,11,53,0,     5.0,    10.0,     7.6,     7.7,    10.0,     7.7,     0.0,     0.0,N,5
    20190111,13,40,0,    29.0,    30.0,     7.6,     7.7,    30.0,     7.7,     0.0,     0.0,N,5
    20190111,13,53,0,    24.0,    20.0,     8.2,     8.2,    20.0,     8.2,     0.0,     0.0,N,5
    20190111,14,37,0,    16.0,    20.0,     5.6,     5.6,    20.0,     5.7,     0.0,     0.1,N,5
    20190111,14,51,0,    14.0,    10.0,     6.6,     6.6,    10.0,     6.7,     0.0,     0.1,N,5
    20190111,15,32,0,    11.0,    10.0,     7.1,     7.1,    10.0,     7.2,     0.0,     0.1,N,5
    20190111,15,53,0,     8.0,    10.0,     8.7,     8.7,    10.0,     8.8,     0.0,     0.1,N,5
    20190111,16,53,0,    23.0,    20.0,     9.7,     9.7,    20.0,     9.8,     0.0,     0.1,N,5
    20190111,18,23,0,    14.0,    10.0,     7.6,     7.7,    10.0,     7.7,     0.0,     0.0,N,5
    20190111,19, 5,0,    13.0,    10.0,     8.2,     8.2,    10.0,     8.2,     0.0,     0.0,N,5
    20190111,19,30,0,     7.0,    10.0,     6.6,     6.6,    10.0,     6.7,     0.0,     0.1,N,5
    20190111,20,51,0,   359.0,   360.0,     6.6,     6.6,   360.0,     6.7,     0.0,     0.1,N,5
    20190111,21,23,0,   355.0,   360.0,     6.6,     6.6,   360.0,     6.7,     0.0,     0.1,N,5
    20190111,22,45,0,   345.0,   350.0,     6.1,     6.1,   350.0,     6.2,     0.0,     0.1,N,5
    20190111,22,53,0,   348.0,   350.0,     6.6,     6.6,   350.0,     6.7,     0.0,     0.1,N,5
    20190111,23,31,0,   343.0,   340.0,     5.1,     5.1,   340.0,     5.1,     0.0,     0.0,N,5
    20190111,23,53,0,   338.0,   340.0,     5.6,     5.6,   340.0,     5.7,     0.0,     0.1,N,5
    20190111,24,59,0,   339.0,   340.0,     5.1,     5.1,   999.0,   999.9,  -999.0,  -999.0,9,9
    20190112, 2,17,0,   344.0,   340.0,     5.6,     5.6,   340.0,     5.7,     0.0,     0.1,N,5
    20190112, 2,36,0,   344.0,   340.0,     5.6,     5.6,   340.0,     5.7,     0.0,     0.1,N,5
    20190112, 2,51,0,   340.0,   340.0,     5.6,     5.6,   340.0,     5.7,     0.0,     0.1,N,5
    20190112, 2, 0,0,   336.0,   340.0,     6.1,     6.1,   340.0,     6.2,     0.0,     0.1,N,5
    20190112, 3,29,0,   333.0,   330.0,     5.6,     5.6,   330.0,     5.7,     0.0,     0.1,N,5
    20190112, 4,53,0,   337.0,   340.0,     4.6,     4.6,   340.0,     4.6,     0.0,     0.0,N,5
    20190112, 5, 9,0,   341.0,   340.0,     5.1,     5.1,   340.0,     5.1,     0.0,     0.0,N,5
    20190112, 5,27,0,   342.0,   340.0,     4.6,     4.6,   340.0,     4.6,     0.0,     0.0,N,5
    20190112, 5,51,0,   334.0,   330.0,     4.1,     4.1,   330.0,     4.1,     0.0,     0.0,N,5
    20190112, 6, 2,0,   333.0,   330.0,     4.1,     4.1,   330.0,     4.1,     0.0,     0.0,N,5
    20190112, 6,53,0,   349.0,   350.0,     4.6,     4.6,   350.0,     4.6,     0.0,     0.0,N,5
    20190112, 7,33,0,    33.0,    30.0,     6.1,     6.1,    30.0,     6.2,     0.0,     0.1,N,5
    20190112, 7,51,0,    14.0,    10.0,     4.1,     4.1,    10.0,     4.1,     0.0,     0.0,N,5
    20190112, 7,58,0,     7.0,    10.0,     3.6,     3.6,    10.0,     3.6,     0.0,     0.0,N,5
    20190112, 8,27,0,    12.0,    10.0,     2.5,     2.6,    10.0,     2.6,     0.0,     0.0,N,5
    20190112, 8,53,0,     5.0,    10.0,     3.1,     3.1,    10.0,     3.1,     0.0,     0.0,N,5
    20190112, 9,44,0,   310.0,   310.0,     2.0,     2.0,   310.0,     2.1,     0.0,     0.1,N,5
    20190112,10,16,0,   286.0,   290.0,     3.1,     3.1,   290.0,     3.1,     0.0,     0.0,N,5
    20190112,10,22,0,   283.0,   280.0,     3.1,     3.1,   280.0,     3.1,     0.0,     0.0,N,5
    20190112,10,38,0,   284.0,   280.0,     3.1,     3.1,   280.0,     3.1,     0.0,     0.0,N,5
    20190112,11,36,0,   291.0,   290.0,     3.6,     3.6,   290.0,     3.6,     0.0,     0.0,N,5
    20190112,11,53,0,   283.0,   280.0,     4.1,     4.1,   280.0,     4.1,     0.0,     0.0,N,5
    20190112,12,29,0,   297.0,   300.0,     4.1,     4.1,   300.0,     4.1,     0.0,     0.0,N,5
    20190112,13,40,0,   309.0,   310.0,     4.6,     4.6,   310.0,     4.6,     0.0,     0.0,N,5
    20190112,14, 8,0,   321.0,   320.0,     4.1,     4.1,   320.0,     4.1,     0.0,     0.0,N,5
    20190112,15,16,0,   306.0,   310.0,     3.6,     3.6,   310.0,     3.6,     0.0,     0.0,N,5
    20190112,16,53,0,   283.0,   280.0,     2.0,     2.0,   280.0,     2.1,     0.0,     0.1,N,5
    20190112,18,53,0,   299.0,   300.0,     1.5,     1.5,   300.0,     1.5,     0.0,     0.0,N,5
    20190112,20,53,0,    13.0,    10.0,     1.5,     1.5,    10.0,     1.5,     0.0,     0.0,N,5
    20190112,22,53,0,   160.0,   160.0,     1.0,     1.0,   999.0,     0.0,  -999.0,  -999.0,C,5
    20190112,24,53,0,   262.0,   260.0,     3.1,     3.1,   260.0,     3.1,     0.0,     0.0,N,5
    20190113, 1,53,0,   260.0,   260.0,     4.6,     4.6,   260.0,     4.6,     0.0,     0.0,N,5
    20190113, 3,53,0,   253.0,   250.0,     4.6,     4.6,   250.0,     4.6,     0.0,     0.0,N,5
    20190113, 5,53,0,   234.0,   230.0,     3.1,     3.1,   230.0,     3.1,     0.0,     0.0,N,5
    20190113, 7,53,0,   265.0,   270.0,     3.6,     3.6,   270.0,     3.6,     0.0,     0.0,N,5
    20190113, 9,53,0,   243.0,   240.0,     3.1,     3.1,   240.0,     3.1,     0.0,     0.0,N,5
    20190113,11,53,0,   158.0,   160.0,     4.1,     4.1,   160.0,     4.1,     0.0,     0.0,N,5
    20190113,13,53,0,   222.0,   220.0,     5.1,     5.1,   220.0,     5.1,     0.0,     0.0,N,5
    20190113,15,53,0,   231.0,   230.0,     4.6,     4.6,   230.0,     4.6,     0.0,     0.0,N,5
    20190113,17,53,0,   241.0,   240.0,     3.6,     3.6,   240.0,     3.6,     0.0,     0.0,N,5
    20190113,19,53,0,   232.0,   230.0,     3.6,     3.6,   230.0,     3.6,     0.0,     0.0,N,5
    20190113,21,53,0,   223.0,   220.0,     3.6,     3.6,   220.0,     3.6,     0.0,     0.0,N,5
    20190113,23,53,0,   231.0,   230.0,     4.1,     4.1,   230.0,     4.1,     0.0,     0.0,N,5
    20190113,24,59,0,   233.0,   230.0,     4.1,     4.1,   999.0,   999.9,  -999.0,  -999.0,9,9
    20190114, 2,53,0,   257.0,   260.0,     5.6,     5.6,   260.0,     5.7,     0.0,     0.1,N,5
    20190114, 4,53,0,   253.0,   250.0,     5.6,     5.6,   250.0,     5.7,     0.0,     0.1,N,5
    20190114, 6,53,0,   252.0,   250.0,     4.1,     4.1,   250.0,     4.1,     0.0,     0.0,N,5
    20190114, 8,53,0,   269.0,   270.0,     7.1,     7.1,   270.0,     7.2,     0.0,     0.1,N,5
    20190114,10,53,0,   272.0,   270.0,     6.1,     6.1,   270.0,     6.2,     0.0,     0.1,N,5
    20190114,12,53,0,   270.0,   270.0,     5.1,     5.1,   270.0,     5.1,     0.0,     0.0,N,5
    20190114,14,53,0,   294.0,   290.0,     6.1,     6.1,   290.0,     6.2,     0.0,     0.1,N,5
    20190114,16,53,0,   271.0,   270.0,     3.6,     3.6,   270.0,     3.6,     0.0,     0.0,N,5
    20190114,18,53,0,   265.0,   270.0,     4.1,     4.1,   270.0,     4.1,     0.0,     0.0,N,5
    20190114,20,53,0,   253.0,   250.0,     5.1,     5.1,   250.0,     5.1,     0.0,     0.0,N,5
    20190114,22,53,0,   249.0,   250.0,     5.1,     5.1,   250.0,     5.1,     0.0,     0.0,N,5
    20190114,24,53,0,   237.0,   240.0,     3.6,     3.6,   240.0,     3.6,     0.0,     0.0,N,5
    20190115, 1,53,0,   240.0,   240.0,     3.6,     3.6,   240.0,     3.6,     0.0,     0.0,N,5
    20190115, 3,53,0,   255.0,   260.0,     5.1,     5.1,   260.0,     5.1,     0.0,     0.0,N,5
    20190115, 5,53,0,   267.0,   270.0,     5.6,     5.6,   270.0,     5.7,     0.0,     0.1,N,5
    20190115, 7,53,0,   267.0,   270.0,     6.1,     6.1,   270.0,     6.2,     0.0,     0.1,N,5
    20190115, 9,53,0,   261.0,   260.0,     6.1,     6.1,   260.0,     6.2,     0.0,     0.1,N,5
    20190115,11,53,0,   269.0,   270.0,     6.1,     6.1,   270.0,     6.2,     0.0,     0.1,N,5
    20190115,13,53,0,   278.0,   280.0,     5.6,     5.6,   280.0,     5.7,     0.0,     0.1,N,5
    20190115,15,53,0,    11.0,    10.0,     2.5,     2.6,    10.0,     2.6,     0.0,     0.0,N,5
    20190115,17,53,0,    31.0,    30.0,     1.5,     1.5,    30.0,     1.5,     0.0,     0.0,N,5
    20190115,19,53,0,   128.0,   130.0,     1.0,     1.0,   999.0,     0.0,  -999.0,  -999.0,C,5
    20190115,21,53,0,   136.0,   140.0,     2.0,     2.0,   140.0,     2.1,     0.0,     0.1,N,5
    20190115,23,53,0,   137.0,   140.0,     3.6,     3.6,   140.0,     3.6,     0.0,     0.0,N,5
    20190115,24,59,0,   171.0,   170.0,     4.6,     4.6,   999.0,   999.9,  -999.0,  -999.0,9,9
    20190116, 2,53,0,   150.0,   150.0,     3.6,     3.6,   150.0,     3.6,     0.0,     0.0,N,5
    20190116, 4,53,0,   130.0,   130.0,     4.1,     4.1,   130.0,     4.1,     0.0,     0.0,N,5
    20190116, 6,53,0,   137.0,   140.0,     6.1,     6.1,   140.0,     6.2,     0.0,     0.1,N,5
    20190116, 8,53,0,   131.0,   130.0,     4.6,     4.6,   130.0,     4.6,     0.0,     0.0,N,5
    20190116,10,53,0,   135.0,   140.0,     6.6,     6.6,   140.0,     6.7,     0.0,     0.1,N,5
    20190116,12,53,0,   163.0,   160.0,     5.6,     5.6,   160.0,     5.7,     0.0,     0.1,N,5
    20190116,14,53,0,   264.0,   260.0,     3.6,     3.6,   260.0,     3.6,     0.0,     0.0,N,5
    20190116,16,53,0,   331.0,   330.0,     3.6,     3.6,   330.0,     3.6,     0.0,     0.0,N,5
    20190116,18,53,0,   293.0,   290.0,     4.1,     4.1,   290.0,     4.1,     0.0,     0.0,N,5
    20190116,20,53,0,   311.0,   310.0,     3.1,     3.1,   310.0,     3.1,     0.0,     0.0,N,5
    20190116,22,53,0,   241.0,   240.0,     4.1,     4.1,   240.0,     4.1,     0.0,     0.0,N,5
    20190116,24,53,0,   244.0,   240.0,     3.1,     3.1,   240.0,     3.1,     0.0,     0.0,N,5
    20190117, 1,53,0,   243.0,   240.0,     6.1,     6.1,   240.0,     6.2,     0.0,     0.1,N,5
    20190117, 3,53,0,   220.0,   220.0,     2.5,     2.6,   220.0,     2.6,     0.0,     0.0,N,5
    20190117, 5,53,0,   219.0,   220.0,     4.6,     4.6,   220.0,     4.6,     0.0,     0.0,N,5
    20190117, 7,53,0,   238.0,   240.0,     3.6,     3.6,   240.0,     3.6,     0.0,     0.0,N,5
    20190117, 9,53,0,   218.0,   220.0,     4.1,     4.1,   220.0,     4.1,     0.0,     0.0,N,5
    20190117,11,53,0,   166.0,   170.0,     3.1,     3.1,   170.0,     3.1,     0.0,     0.0,N,5
    20190117,13,53,0,   173.0,   170.0,     7.1,     7.1,   170.0,     7.2,     0.0,     0.1,N,5
    20190117,15,53,0,   168.0,   170.0,     4.6,     4.6,   170.0,     4.6,     0.0,     0.0,N,5
    20190117,17,53,0,   156.0,   160.0,     3.1,     3.1,   160.0,     3.1,     0.0,     0.0,N,5
    20190117,19,53,0,   127.0,   130.0,     4.6,     4.6,   130.0,     4.6,     0.0,     0.0,N,5
    20190117,21,53,0,   198.0,   200.0,     4.1,     4.1,   200.0,     4.1,     0.0,     0.0,N,5
    20190117,23,53,0,   268.0,   270.0,     5.6,     5.6,   270.0,     5.7,     0.0,     0.1,N,5
    20190117,24,59,0,   255.0,   260.0,     4.1,     4.1,   999.0,   999.9,  -999.0,  -999.0,9,9
    20190118, 2,53,0,   265.0,   270.0,     3.6,     3.6,   270.0,     3.6,     0.0,     0.0,N,5
    20190118, 4,53,0,   270.0,   270.0,     4.1,     4.1,   270.0,     4.1,     0.0,     0.0,N,5
    20190118, 6,53,0,   333.0,   330.0,     1.5,     1.5,   330.0,     1.5,     0.0,     0.0,N,5
    20190118, 8,53,0,   306.0,   310.0,     4.6,     4.6,   310.0,     4.6,     0.0,     0.0,N,5
